kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
Waridi,ibnu ziad,A,Kurikulum 2013,-,SDI AL FALAH I PG,55B74B6FAB25A10C08E5,20105601,Swasta,SD,Yayasan,16,1968-08-16,2040/-1.851.48,2012-03-20,Tidak ada,Bank DKI,Bank DKI Kebon Jeruk,SDS AL-FALAH I PAGI,Bersedia Menerima,-,Belum Bersertifikat,PLN,13000,200 Mb,Jl. Al-Falah Raya Rt.009/03,Kampung Baru,Sukabumi Selatan,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11560,-6,106,9,3
Tri Hastha Nurhayati,Trihasta,,Kurikulum 2013,-,PAUD CEMPAKA RW.08,F8EE23BE55321C734C05,69773463,Swasta,SPS,Yayasan,-,2013-06-17,340/2013,2013-06-17,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69773463 PAUD CEMPAKA RW08 BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,1 Mb,Jl. Kemayoran Gempol RT.8 RW.08,,Kebon Kosong,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10630,-6,106,8,8
NIDA NUR ANNISA,Murtapiah,B,Kurikulum 2013,Sehari penuh (5 h/m),SMKS 1 CITRA ADHI PRATAMA,A071A015E76C17F3516B,20101580,Swasta,SMK,Yayasan,2624/101.H4/1.2000,2000-06-06,8189/-1.851.78,2014-07-17,Tidak ada,DKI,Daan Mogot,SMK 1 CITRA ADHI PRATAMA,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,5500,30 Mb,JL. Outer Ring Road No. 21,-,Cengkareng Timur,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,11,12
Nany Rochani,Nany Rochani,B,Kurikulum 2013,Sehari penuh (5 h/m),KB PAUD KIDDY CLUB,634D2FE95F21A2968011,69912387,Swasta,KB,Yayasan,62,2012-03-27,159/1.14.1/31.72.03/-1.85,2015-08-31,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69912387 KB PAUD KIDDY CLUB BOPP,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. F No.25 Rt.002 Rw.002,Koja,Rawabadak Utara,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14230,0,0,2,2
Taufik Kurrahman,HIADUL FIKRI,A,Kurikulum 2013,-,SDI AL-FALAH 01 PT.,856CF13198A9833EF4C1,20109133,Swasta,SD,Yayasan,06/1969,1969-08-16,2039/-1.851.48,2012-03-20,Tidak ada,BANK DKI,PERMATA HIJAU,SDS AL FALAH 1 PT,Bersedia Menerima,-,Belum Bersertifikat,PLN,42999,200 Mb,Jl. KH. Tohir No. 43 RT. 003/007,,Sukabumi Selatan,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11560,-6,106,9,3
Zulaikah,Lisa Oktiva Simatupang,C,Kurikulum 2013,-,PAUD CERIA,CDF23422AFC372CC0183,69820395,Swasta,SPS,Lainnya,669/2012,2012-11-01,669/2012,2012-11-01,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69820395 PAUD CERIA BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. Sumur Batu RT. 03 RW.05,cempaka baru,Cempaka Baru,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10640,-6,106,3,5
,,,,-,KB PAUD KUTILANG,D8760DEF2706DDAD1929,69980992,Swasta,KB,Yayasan,36,1998-10-07,2/A.6/31.72.03.1005/1.851.192/2018,2018-04-23,Tidak ada,nama_bank,cabang,rek_atas_nama,-,-,-,-,,,Jl. Balai Rakyat IX No. 66A Rt.003 Rw.003,,Tugu Selatan,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14260,0,0,3,3
Rohmatullah,Jazuli,A,Kurikulum 2013,-,SDI AL-FALAH 02 PAGI,8E82D8156CF3E6C2A95D,20105602,Swasta,SD,Yayasan,Kep.785/I01.A1/I/89,1989-01-17,649/-1.851.48,2012-01-27,Tidak ada,DKI,Cipulir,SDI Al-Falah II Pagi,Bersedia Menerima,-,Belum Bersertifikat,PLN,66000,200 Mb,Jl. Raya Pos Pengumben No.18,Kampung Kecil,Sukabumi Selatan,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11560,-6,106,1,8
Lf Guntoro,Novia Hery Kirosno,B,Kurikulum 2013,Pagi,SMKS AD DAWAH,C5887AD5FB0450442547,20101590,Swasta,SMK,Yayasan,10278/IMB/2012,2012-11-01,7990 /-1.851.78,2014-07-21,Tidak ada,BANK DKI,BANK DKI CAP JOGLO,SMK AD-DA'WAH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,14989,50 Mb,JL. MADRASAH TANAH KOJA,-,Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11750,-6,106,3,1
Sugiarti,Sugiarti,,Kurikulum 2013,-,PAUD DAHLIA,DAC0BFD2844B2B3B5A1B,69820375,Swasta,SPS,Lainnya,-,2016-02-26,001/12.0.1/31.71.03.1003/-1.851.1/2016,2016-02-26,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69820375 PAUD DAHLIA BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,Jl. Kemayoran Gempol RT.07 RW.09 No.20,,Kebon Kosong,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10630,-5,114,7,9
RAULI HAYANI SIGALINGGING,Tamara Angela Manurung,,Kurikulum 2013,-,KB PAUD LITTLE CANDLE 09 RAWA BADAK SELATAN,21B5E039A7F86588E1AA,70041097,Swasta,KB,Yayasan,10,2022-12-07,001/TM.08.32,2023-07-10,Tidak ada,,,,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,300 Mb,JI. Mandiri II No.48 Kp. Tanah Merah RT.005 RW.09,,Rawabadak Selatan,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,,0,0,,
Sulardi,Peri Rusyandi,A,Kurikulum 2013,-,SMKS CENGKARENG 1,8A396B743FBDBD090CE7,20101581,Swasta,SMK,Yayasan,28a/I01.A1/PP/1998,1998-04-15,8357/-1.851.78,2013-10-11,Tidak ada,BPD DKI...,BPD DKI CABANG  DISPENDA DAAN MOGOT...,SMKCENGKARENGI...,Bersedia Menerima,-,Belum Bersertifikat,PLN,41500,100 Mb,"BAMBU LARANGAN RT 05 RW 05 NO.67, KOMPLEK DINAS KEBERSIHAN DKI",-,Cengkareng Barat,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,5,5
Selby Puspitasari,DIAN AGUSTINE,A,Kurikulum 2013,-,SDK Kalam Kudus II,143C8F2C34C5B18A095E,20105692,Swasta,SD,Yayasan,51,1988-12-07,9150/185148,2012-11-09,Tidak ada,DKI,DKI cab Walikota Jakarta Barat,SDK Kalam Kudus II,Bersedia Menerima,-,Belum Bersertifikat,PLN,10000,500 Mb,Jl. Green Garden Blok B No.1,Kedoya Utara,Kedoya Utara,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11520,-6,106,10,3
Yumiati,YANA,B,Kurikulum 2013,-,PAUD EDELWEIS,542444B7B321422AE1E9,69971431,Swasta,SPS,Lainnya,1/A.6.0/31.71.05.1003/-1.851.232/2017,2017-12-13,1/A.6.0/31.71.05.1003/-1.851.232/2017,2017-12-13,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69971431 PAUD EDELWEIS BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. Kran III Dalam No.51 - B RT.05 RW.06,Jalan Kran 3 Dalam No. 51-B,Gunung Sahari Selatan,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10610,-6,106,5,6
"Marhayani, S.Sos, MM",Yanti Hastuti S.Pd.I,C,Kurikulum 2013,-,KB PAUD PAKIS,2477AAC521E875BC17DF,69857187,Swasta,KB,Yayasan,,,1094/PNFI-KB/JU/IV/2012,,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857187 KB PAUD PAKIS BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. Pembangunan III No. 35B Rt.008 Rw.009,Rawa Badak Utara,RAWABADAK SELATAN,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14320,-6,106,8,9
Nita Rahayu Setyaningsih,Fiqh Tri Oktavianto,A,Kurikulum 2013,Sehari penuh (5 h/m),SMKS CENGKARENG 2,B796EEC3D4E0756671B9,69764515,Swasta,SMK,Yayasan,1075/IMB2010,2010-01-28,4268/-1.851.78,2013-06-04,Tidak ada,BPD DKI...,BPD DKI CABANG DISPENDA DAAN MOGOT...,SMKCENGKARENG2...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,4200,100 Mb,JL.KAWASAN RUSUN CENGKARENG NO.2 PERUMNAS CENGKARENG INDAH CENGKARENG,,Cengkareng Timur,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,0,0
Ahmad Rifqi,Daeng Kurnia Hartono,A,Kurikulum 2013,-,SDS Darul Athfal,867994FAD187829809F7,20101901,Swasta,SD,Yayasan,1,2004-06-01,2394/1.851.4872008,1910-01-01,Tidak ada,DKI,Permata Hijau,SDIT DARUL ATHFAL,Bersedia Menerima,-,Belum Bersertifikat,PLN,66000,100 Mb,Jl. Anggrek Cakra No. 24,Kebon Jeruk,Kebon Jeruk,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11530,-6,106,6,9
Nurlina Noertam,Nurlina Noertam,,Kurikulum 2013,-,PAUD KANCIL,BE80AAD5B645B5AEEFA3,69773451,Swasta,SPS,Lainnya,-,2016-04-26,1/1.17/31.71.03.1006/-1.851.192/2016,2016-04-26,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69773451 PAUD KANCIL BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. Swadaya IV No. 20 RT. 016  RW.04,Cempaka Baru,Cempaka Baru,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10640,-6,106,10,4
MUTI'AH SADLI,Mutiah,,Kurikulum 2013,-,KB PAUD TERATAI,A81CCB0D6D659E69A40B,69857199,Swasta,KB,Lainnya,177/071.562,2014-12-10,3863/PNFI-SPS/JU/XII/2014,2014-12-12,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857199 KB PAUD TERATAI BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,16000,Tidak Ada,JALAN F GANG J NO. 18 RT/RW. 008/02,,Rawabadak Utara,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14230,-6,106,8,2
Edi Supeno,Ruminah,A,Kurikulum 2013,-,SMKS CINTA KASIH TZU CHI,6017862FCE9449BE19DD,20104454,Swasta,SMK,Yayasan,2495/-1.851.78,2010-07-10,1871,2013-11-08,Tidak ada,BPD DKI...,BPD DKI CABANG WALIKOTA JAK-BAR...,SMKCINTAKASIHTZU...,Bersedia Menerima,-,Belum Bersertifikat,PLN,167450,300 Mb,"JL. Kamal Raya Outer Ring Road No.20 Cengkareng, Jakarta Barat",-,Cengkareng Timur,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,0,17
Agus Solehudin,SITI AMINAH,A,Kurikulum 2013,Pagi,SDS ISLAM TERPADU YASIRU KEBONJERUK,452AEB482A6D2B9B4DED,20105689,Swasta,SD,Yayasan,503/101.3f/DS/2000,2000-10-20,1294/1.851.202.7,2002-04-16,Tidak ada,BPD DKI...,BPD DKI CABANG PERMATA HIJAU...,SDITYASIRU...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,5500,30 Mb,Jl. Pahlawan 3 Rt 002/05 No. 46,Kampung Baru,Sukabumi Selatan,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11560,-6,106,2,5
Rika Andriani,Rika Andriani,Tidak Terakreditasi,Kurikulum 2013,-,PAUD KANTIL Al-MUSYAWAROH,64643AD71029520DE456,69773448,Swasta,SPS,Yayasan,0,2014-12-10,428,2014-12-10,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69773448 PAUD KANTIL Al MUSYAWAROH BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,2300,Tidak Ada,Jl. Mufakat III Rt 008 Rw.007,Harapan Mulia,Harapan Mulya,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10640,-5,114,8,7
"Vinny Alvionita Sitorus, S.pd",Noer Tjahya Ganda Sari,B,Kurikulum 2013,-,SMKS DIAN JAKARTA,150FE38F7446121FE8CB,20101673,Swasta,SMK,Yayasan,"C-1918.HT.03,02/2005",1901-01-01,7421 /-1.851.78,1900-01-01,Tidak ada,BANK DKI,WALIKOTA JAKARTA BARAT,SMK DIAN,Bersedia Menerima,-,9001:2008,PLN,7000,3 Mb,JL. PEDONGKELAN BELAKANG RT. 007 RW. 016 NO. 128,-,Kapuk,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11720,-6,106,7,16
A. Titik Wahyuningsih,Petrus Yuli Tri Prasetyo,A,Kurikulum 2013,-,SDS SANG TIMUR,D6CD4C1AE338096F7A38,20105755,Swasta,SD,Yayasan,1,1974-02-01,7854/-1.851.48,2012-10-02,Tidak ada,nama_bank,cabang,rek_atas_nama,Bersedia Menerima,-,Belum Bersertifikat,PLN & Diesel,105000,100 Mb,Jl. Karmel Raya No. 2,-,Kebon Jeruk,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11530,-6,106,12,4
Uneng,RANI MAHARANI,C,Kurikulum 2013,-,KB PAUD TUNAS BANGSA,A9BD4306D91D856482C4,69795507,Swasta,KB,Lainnya,,,1579/PNFI-KB,,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69795507 KB PAUD TUNAS BANGSA BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,5 Mb,Jl. Paguyuban I No.22,,TUGU SELATAN,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14260,0,0,4,5
Dyah Ayu Pratiwi S.Kom,Dyah Ayu Pratiwi,,Kurikulum 2013,-,PAUD KEMUNING,9D5C429B811528A78496,69820411,Swasta,SPS,Lainnya,-,2016-05-13,002.1/1.14.0/31.71.03.1003/-1.851.192/2016,2016-05-13,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69820411 PAUD KEMUNING BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,0,1 Gb,JL.Sukamulia VI RT.08 RW.01,,Harapan Mulya,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10640,-6,102,8,1
Cecilia Estiarini,Thomas Aditya Prayogo,A,Kurikulum 2013,-,SDS TARSISIUS II,CE6321BDE73E6AC1044D,20105779,Swasta,SD,Yayasan,1397/101.A1/I/89,1989-09-19,4933/_1.851.48,2009-08-10,Tidak ada,DKI,Bendungan Hilir,SD TARSISIUS 2,Bersedia Menerima,-,Belum Bersertifikat,PLN,150000,30 Mb,Jl. Batusari Raya No.12,,Kebon Jeruk,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11530,-6,106,3,5
Ahmad Muhibuddin,Imron,B,Kurikulum 2013,-,SMKS DIDAKTIKA,9211D76E6D9B9FFAFFA2,20112446,Swasta,SMK,Yayasan,1445/073.21,2009-06-12,016/1.10.1/31.73./1.851.6//2016,2011-03-23,Tidak ada,BPD DKI...,BPD DKI CABANG DISPENDA DAAN MOGOT...,SMKDIDAKTIKA...,Bersedia Menerima,-,Belum Bersertifikat,PLN,10000,40 Mb,PULO HARAPAN INDAH,-,Cengkareng Barat,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,11,10
JUNITA RINI,Yuliani,B,Kurikulum 2013,-,KB TAMAN STROBERI,6D4246DA8F8BDD386C71,69857186,Swasta,KB,Yayasan,,,4095,,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857186 KB TAMAN STROBERI BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,2200,30 Mb,KP. BENDUNGAN MELAYU RT.008/02 NO. 24,,RAWABADAK SELATAN,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14230,-6,106,8,2
Hj. Sutiyasmi,Agung hadiyanto,C,Kurikulum 2013,-,PAUD KENANGA,2251DFDE340626FDC78B,69953003,Swasta,SPS,Lainnya,-,2016-07-19,01/1.17/31.71.03.1004/1.851.192/2016,2016-07-19,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69953003 PAUD KENANGA BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,30 Mb,Jl. Serdang Baru I Gang VI RT 013 RW 04,Serdang,Serdang,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10650,-6,106,13,4
Anita Linda,Suyono,A,Kurikulum 2013,-,SDS Widuri Jaya,7A377E804D8A98C465E6,20105802,Swasta,SD,Yayasan,6343/-1.851.48,2017-11-10,6343/-1.851.48,2011-10-11,Tidak ada,DKI,BENHIL,SD WIDURI JAYA,Bersedia Menerima,-,Belum Bersertifikat,PLN,11000,30 Mb,Jl. Duri Mas Raya No. 1,Duri Kepa,Duri Kepa,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11510,-6,106,3,10
Murdani,Muslihin,Tidak Terakreditasi,Kurikulum 2013,Kombinasi,SMKS DUTA BANGSA JAKARTA,6BE3A1778430CE7A5062,20101674,Swasta,SMK,Yayasan,1711 Tahun 2013,2013-10-11,1711 Tahun 2013,2013-10-11,Tidak ada,BPD DKI...,BPD DKI CABANG WALIKOTA JAKBAR...,SMKDUTABANGSA...,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,1300,2 Mb,JL. KAPUK RAYA GG. MESJID NO. 71,-,Kapuk,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,2,11
Rita Rosmala,Andi Siti Maysaroh,A,Kurikulum 2013,-,KELOMPOK BERMAIN INTAN,790B6EF98874AFA8B88F,69857183,Swasta,KB,Yayasan,,,907/PNFI-KB/JU/III/2012,,H - Hiperaktif,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857183 KELOMPOK BERMAIN INTAN BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,0,50 Mb,JALAN KELASI NO. 232 RT 05/ RW 07,kampung walang,RAWABADAK SELATAN,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14230,-6,106,5,7
Citra Oktavianti,CITRA,,Kurikulum 2013,-,PAUD LILI,BB3621859ABF07507F80,69973093,Swasta,SPS,Lainnya,001/A.6/31.71.03.1003/-1.851.192/2018,2018-02-05,001/A.6/31.71.03.1003/-1.851.192/2018,2018-02-05,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69973093 PAUD LILI BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,Jl. Sukamulia IV RT.010 RW.006,Suka Mulia,Harapan Mulya,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10640,-6,106,10,6
Toto Ediyanto,Ratno,A,Kurikulum 2013,-,SMP Negeri 127,8C7F85EF7906337B1AD1,20101551,Negeri,SMP,Pemerintah Pusat,102,1979-07-01,1808/-1.711.2,1987-09-04,Tidak ada,BPD DKI...,BPD DKI CABANG PERMATA HIJAU...,SMPN127-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,33000,200 Mb,Jl. Raya Kebon Jeruk No. 126A,Kebon Jeruk,Kebon Jeruk,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11530,-6,106,10,5
Asep Suhendar,Akhyar Awaludin,B,Kurikulum 2013,Sehari penuh (6 h/m),SMKS EKA SAKTI,1EE7AAF02ED414F536E7,20101685,Swasta,SMK,Yayasan,076/101.N/1/1990,1990-09-18,1737/2014,2014-11-24,Tidak ada,BPD DKI...,BPD DKI CABANG CAP DISPENDA DAAN MOGOT...,SMKEKASAKTI...,Bersedia Menerima,Sehari penuh (6 h/m),Belum Bersertifikat,PLN,6600,50 Mb,JL. UKIR RAYA NO. 30,Pedongkelan,Cengkareng Timur,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,2,13
Wasriah,wasriah,C,Kurikulum 2013,-,PAUD AL BAROKAH,6ACDACB24CA2BA083F9B,69944545,Swasta,KB,Lainnya,001/1.14.0/31.72.03/-1.85,2017-02-17,001/1.14.0/31.72.03/-1.85,2017-02-17,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69944545 PAUD AL BAROKAH BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,20 Mb,Jl. Cipeucang I No.53 Rt.003/013,,Koja,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,,0,0,3,13
M A Soedarmi,Darni,C,Kurikulum 2013,-,PAUD MAWAR,D0D01650EAEDA435C05C,69820317,Swasta,SPS,Lainnya,-,2016-02-10,007/12.0.1/31.71.03.1002/-1.851.1/2016,2016-02-10,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69820317 PAUD MAWAR BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. Kemayoran Gempol RT.010 rw.06,KEBON KOSONG,Kebon Kosong,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10630,-6,106,10,6
Drs. Eddy Hermanto Wijaya,Renny Suryani,A,Kurikulum 2013,Sehari penuh (5 h/m),SMP Negeri 189,2CE39D0D25C2596671FD,20101570,Negeri,SMP,Pemerintah Daerah,0,1979-02-01,-,1979-02-01,Tidak ada,BPD DKI...,BPD DKI CABANG PERMATA HIJAU...,SMPN189-BOS...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,51500,30 Mb,Jl. H. Rausin No.89,Kelapa Dua,Kelapa Dua,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11550,-6,106,2,8
Arman Ramdani,Oki Supriyadi,B,Kurikulum 2013,Kombinasi,SMKS HARAPAN JAYA,06B2D5EDCC3736E14A86,20101682,Swasta,SMK,Yayasan,123/101.3/SMK HJ/I/2013,2013-12-06,Nomor 11085/-1851.78,2013-10-01,Tidak ada,DKI,Dispenda Daan Mogot,SMK HARAPAN JAYA,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,13000,50 Mb,JL. DAAN MOGOT KM 13,CENGKARENG TIMUR,Cengkareng Timur,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,5,1
Istiqomah,Istiqomah,,Kurikulum 2013,Sehari penuh (5 h/m),PAUD BLOOM,BC7595FE821132D080E8,69991717,Swasta,KB,Yayasan,001/A.6/31.72.03.1004.01.050.R4/4/-1.851.192/2019,2019-08-15,001/A.6/31.72.03.1004.01.050.R4/4/-1.851.192/2019,2019-08-15,"B,C,F,H,I,J,K,P,Q",BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69991717 PAUD BLOOM BOPP,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,50 Mb,Jl. Sakura No. F22 Rt.008 Rw.006,Rawabadak Utara,Rawabadak Utara,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14230,0,0,8,6
Rita Suryati BA,Neneng Hasanah S,C,Kurikulum 2013,-,PAUD MAWAR,60912D5BE97D9B843A30,69916088,Swasta,SPS,Yayasan,-,2015-11-03,001/12.0/31.71.03.1001/-1,2015-03-19,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69916088 PAUD MAWAR BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,Jl. Kemayoran tengah RT.004 RW.07,KEMAYORAN,Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10620,-6,106,9,7
Achmad Rojali,Surya Wihardi,A,Kurikulum 2013,Sehari penuh (5 h/m),SMP NEGERI 191 JAKARTA,A74F71E292D8D6A19819,20101568,Negeri,SMP,Pemerintah Daerah,9856/IMB/1995,1981-07-14,10/11/2009,1981-07-04,"A,C,C1,D,D1,F,K",DKI,Permata Hijau,SMPN 191 - BOS,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,33000,500 Mb,Jl. Duta Raya No. 2,,Duri Kepa,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11510,-6,106,1,7
"Mamik Pipit Priyanti., S.pd. I",Rini Septiana,B,Kurikulum 2013,-,SMKS HARAPAN RAYA,A22B13BFF0F16502FE5E,20101681,Swasta,SMK,Yayasan,1571,1994-12-27,298/11/65 1,2013-03-26,Tidak ada,Bank DKI,Cabang Pintu Besar Selatan,SMK Harapan Raya,Bersedia Menerima,-,Belum Bersertifikat,PLN,44000,500 Mb,JL. KAPUK RAYA GG SINAR 5,Kapuk,Kapuk,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11720,-6,106,7,2
Sukaesih,Sukaesih,A,Kurikulum 2013,Sehari penuh (5 h/m),PAUD HIMMATA,CDF51D67BB64E08758B8,69913426,Swasta,KB,Yayasan,20,2007-07-23,162/1.14.0/31.72.03/-1851,2015-09-04,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69913426 PAUD HIMMATA BOPP,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,450,5 Mb,Jl. Plumpang B No.30 Rt.002 Rw.004,rawa badak selatan,Rawabadak Selatan,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14230,0,0,2,4
Suhaemi,Trisden Wisnu Dewantoro,A,Kurikulum 2013,-,SMP NEGERI 197 JAKARTA,7F541953040520078712,20101566,Negeri,SMP,Pemerintah Daerah,,1980-04-16,-,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG PERMATA HIJAU...,SMPN197-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,41500,Telkom Astinet,Jl. Raya Kedoya  No.100,Kedoya Utara,Kedoya Utara,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11520,-6,106,0,0
