kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
PLT - SITI ROMLAH,MAULA DIANA SANTI,Belum Terakreditasi,Kurikulum 2013,-,KB DAHLIA,DB38BB8B11C212B9E099,69916320,Swasta,KB,Lainnya,421/2063/416-114.06/2008,2008-10-14,421/2063/416-114.06/2008,2008-10-14,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69916320 KB DAHLIA,Bersedia Menerima,-,Proses Sertifikasi,PLN,439,500 Mb,Dusun Mejerat,mejerat,Pungging,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,-5,114,3,6
ATNANI IDAYATY,ACHMAD ZAINUDIN IRCHAM,A,Kurikulum 2013,Kombinasi,SD NEGERI GEDANGAN,169E303F8FAC09B632C5,20502212,Negeri,SD,Pemerintah Daerah,16.848/1987,1987-01-28,31/1985,1985-01-16,"B,C1,H,K,Q",JATIM,GEDANGAN,SDN Gedangan,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,5500,150 Mb,Jl Jenggala No 68,,Gedangan,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,1,5
Moh Nuruddin,"MOH.AINUL MAGFIRAH, S.Pd",A,Kurikulum 2013,Pagi,UPT SD NEGERI 381 GRESIK,200E3536E403E47E97E2,20500686,Negeri,SD,Pemerintah Daerah,27/SP/BI/1982,1982-01-01,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG BAWEAN...,UPTSDNEGERI381GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,3 Mb,Tambak,TAMBAK TIMUR,Tambak,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,0,0
Muhammad Hibyo,Siti Nur Kumala,B,Kurikulum 2013,Pagi,SMKS BINA TARUNA,13F91EF0D43A54474C26,20540105,Swasta,SMK,Yayasan,3648/42.B/2001,2001-04-20,19.08/18.08/02/XI/2020,2020-11-02,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG TULANGAN...,SMKBINATARUNATULANGAN...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,5500,500 Mb,Jl. Raya Sumberejo No. 1,Sumberejo,Sumberejo,Kec. Wonoayu,Kab. Sidoarjo,Prov. Jawa Timur,61261,-7,112,3,1
ADISTA RIA RAHMAWATI,LIA MUSLIFAH,,Kurikulum 2013,-,KB DEWI MASYITHOH,6AC6E92CF0B41147EA13,69796938,Swasta,KB,Yayasan,421/2326/416-101.05/2009,2009-10-28,421/2326/416-101.05/2009,2009-10-28,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69796938 KB DEWI MASYITHOH,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,30 Mb,Dusun Jabon,JABON,Jabontegal,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,-5,114,1,1
Fitriyah Nuraini,SUYANTI,B,Kurikulum 2013,Pagi,SD NEGERI GEMURUNG,15FAC452CEE3E916AF14,20502200,Negeri,SD,Pemerintah Pusat,,1979-01-07,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIGEMURUNG...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2800,250 Mb,Jl. R. Qosim No. 4 Desa Gemurung,GEMURUNG,Gemurung,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,1,1
Saiful Bahri,FAIZAH,Tidak Terakreditasi,Kurikulum 2013,Pagi,UPT SD NEGERI 382 GRESIK,5299D2F355CC4337E51D,20500679,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1957-07-01,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG BAWEAN...,SDNTANJUNGORII...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,898,30 Mb,Jl. Raya Tanjungori,Tanjungori,Tanjungori,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,0,0
Siti Masruah,Muhammad Hermanto,A,Kurikulum 2013,-,SMKS YPM 11 WONOAYU,04244976BC83DD31151F,20501707,Swasta,SMK,Yayasan,2306/34.B/1996,1996-06-16,415/18.05/02/IX/2022,2022-09-05,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG KRIAN...,SMKYPM11WONOAYU...,Bersedia Menerima,-,Belum Bersertifikat,PLN,15000,10 Mb,JL. RAYA WONOAYU,Wonoayu,Wonoayu,Kec. Wonoayu,Kab. Sidoarjo,Prov. Jawa Timur,61261,-7,112,1,5
Cholidah Machbul,Rika Ayu Safitri,A,Kurikulum 2013,-,SD NEGERI KARANGBONG,78856E9581DF757E4726,20502277,Negeri,SD,Pemerintah Daerah,188/8/404.1.3.2/2009,2009-01-22,821.2/023/023/404.6.1/201,2010-02-09,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIKARANGBONG...,Bersedia Menerima,-,Belum Bersertifikat,PLN,7700,100 Mb,Jl. Ontosari,Karangbong,Karangbong,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,4,2
BRINARTI ISMI,,,Kurikulum 2013,Pagi,KB DHARMA WANITA NGRAME,7A108BD9D9E2801F4B38,69796971,Swasta,KB,Yayasan,421.1/0761/416.101.05/2012,2012-04-19,421.1/013/416.115.3/2023,2023-01-11,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69796971 KB DW NGRAME,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,Dusun Gading,GADING,Ngrame,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,0,0,1,1
Urwatul Usqa,Kasan,B,Kurikulum 2013,Pagi,UPT SD NEGERI 383 GRESIK,0BCB4CD7EB18DAF7AA3B,20500677,Negeri,SD,Pemerintah Pusat,400/4059/437.53/ 2019,1972-07-01,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG  BAWEAN...,UPTSDNEGERI383GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,30 Mb,Jl. Raya Pajinggahan Tanjungori,Pajinggahan,Tanjungori,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,0,0
PLT - Drs. NYOTO WARAS,muslimin,,Kurikulum 2013,Malam,PKBM MANDIRI,F27EE8C630901431E992,P2961974,Swasta,PKBM,Lainnya,,,-,,Tidak ada,BPD JAWA TIMUR,SIDOARJO,P2961974 PKBM MANDIRI,Bersedia Menerima,Malam,Belum Bersertifikat,PLN,900,20 Mb,JL. RADEN WIJAYA,BECIRO,-,Kec. Wonoayu,Kab. Sidoarjo,Prov. Jawa Timur,61261,-7,112,1,3
SHOLIKHAH DEWI,Yanty Nuriani,,Kurikulum 2013,Pagi,KB ESA BHAKTI,4064F1D7EE1F6B58651D,69917347,Swasta,KB,Yayasan,421/057/416-114.06/2009,2009-01-12,503/0606416-115.3/2020,2009-01-12,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69917347 KB ESA BHAKTI,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,1 Gb,Dusun Dakon RT 003 RW 005 Ds. Watukenongo,DAKON,Watukenongo,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,-5,114,5,3
Amansari,SDN KEBOANANOM,A,Kurikulum 2013,Pagi,SD NEGERI KEBOANANOM,B6D837D21F34F8D92503,20502254,Negeri,SD,Pemerintah Daerah,-,1989-11-15,590/54/404.5.4.15/2007,2007-11-27,Tidak ada,Bank Jatim,Sidoarjo,SDN Keboananom,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,13000,50 Mb,Jl Sukodono 51 Gedangan,KEBOANANOM,Keboananom,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,0,0
PLT - Hatman,Rintan Zulfiana,B,Kurikulum 2013,Pagi,UPT SD NEGERI 384 GRESIK,C52D63C0C3E7B098E151,20500676,Negeri,SD,Pemerintah Pusat,400/4059/437.53/ 2019,1982-07-01,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG BAWEAN...,UPTSDNEGERI384GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,30 Mb,Dusun Pagarangan,Pagarangan,Tanjungori,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,0,0
PLT - Dian Bayu Iswanto,YUNI SUKRISWATI,,Kurikulum 2013,Malam,PKBM RABEL,04CD192CAC758400C0AB,P2961706,Swasta,PKBM,Yayasan,,,-,,Tidak ada,bank jatim,cabang,KEJAR PAKET B RABEL,Bersedia Menerima,Malam,Belum Bersertifikat,PLN,22000,40 Mb,Sumberejo,sumberejo,Sumberejo,Kec. Wonoayu,Kab. Sidoarjo,Prov. Jawa Timur,61261,-7,112,1,1
Jajoek Irmawati,MUCHAMMAD RIZKY,B,Kurikulum 2013,Kombinasi,SD NEGERI KEBOANSIKEP 1,A0AAEB48866E511723C3,20502236,Negeri,SD,Pemerintah Daerah,SK Bupati Nomor 115 Tahun 2018,2022-03-28,470/39/438.7.4.02/2023,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIKEBOANSIKEP1...,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,7000,100 Mb,Jl. Sukodono No.03,Congkop,Keboansikep,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,5,1
"SRI AKHIRULYATI, S.Pd",Shellyna Adzro Nasrudin,,Kurikulum 2013,-,KB HARAPAN BANGSA,734BDD6BF8D8601626A1,69796875,Swasta,KB,Yayasan,421.1/0758/416-101.05/2012,2012-04-19,421.1/0758/416.101.05/2012,2012-04-19,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69796875 KB HARAPAN BANGSA,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,JL MANGGA,BENDOMUNGAL,Kedungmunggal,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,-7,112,2,3
Ana Setiawati,Khairul Anwar,B,Kurikulum 2013,Pagi,UPT SD NEGERI 385 GRESIK,F1DB5E34BE5FBF9855E1,20500675,Negeri,SD,Pemerintah Daerah,2147483647,1984-08-01,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG BAWEAN...,UPTSDNEGERI385GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,30 Mb,Dusun Langgatan,Langgatan,Tanjungori,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,0,0
MOH. MUKHLIS,MOH.MUKHLIS,,Kurikulum 2013,Malam,PKBM ROUDLOTUL ULUM,576936CEA5C1A7F2468C,P9970476,Swasta,PKBM,Yayasan,421.9/1975/438.5.1/2018,2018-05-30,421.9/1975/438.5.1/2018,2018-05-30,Tidak ada,BPD JAWA TIMUR,Sidoarjo,P9970476 PKBM ROUDLOTUL ULUM,Bersedia Menerima,Malam,Proses Sertifikasi,PLN,5500,50 Mb,Jl. KH. MUSTAIN ROMLI RT 13 RW 06 Pilang Wonoayu,Pilang,Pilang,Kec. Wonoayu,Kab. Sidoarjo,Prov. Jawa Timur,61261,-7,112,13,6
Soli,NURRY PURWANTO,A,Kurikulum 2013,Pagi,SD NEGERI KEBOANSIKEP 2,FE97511B5BB6AA1A433A,20502235,Negeri,SD,Pemerintah Daerah,470/139/438.7.4.02/2022,1979-12-30,470/139/438.7.4.02/2022,2022-03-25,Tidak ada,Bank JATIM,Sidoarjo,SDN Keboansikep2,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,20900,100 Mb,Jl. Balai Desa Perum Permata,Keboansikep,Keboansikep,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,0,0
NURHADI,,,Kurikulum 2013,Pagi,KB ISLAM AN-NUR,76FC0FC6DAD55D07E39A,69917337,Swasta,KB,Yayasan,421.1/1192/416.101.PAUDNI,2015-06-18,421.1/1192/416.101.PAUDNI,2015-06-18,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69917337 KB ISLAM AN NUR,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,Dusun Kamotan Kulon,KAMOTAN KULON,Randuharjo,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,-7,112,2,1
Mustain,IMRON RASYIDI RAMADANI,B,Kurikulum 2013,Pagi,UPT SD NEGERI 386 GRESIK,6F9B45E337E98C77B0EA,20500690,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1974-07-01,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG BAWEAN...,UPTSDNEGERI386GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,30 Mb,Jl Raya Wonoayu,Wonoayu,Wonoayu,Kec. Wonoayu,Kab. Sidoarjo,Prov. Jawa Timur,61261,-7,112,0,0
PLT - Sulistiyani,FIRMAN IKHSANI,,Kurikulum 2013,Sehari penuh (5 h/m),SLB VETERAN,33E8EDB2297F3F57794F,20539875,Swasta,SLB,Yayasan,41,1994-05-24,20/18.08/01/XI/2022,2022-11-10,"A,B,C,C1,D,D1,Q",BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG  TULANGAN...,SLBVETERAN...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,30 Mb,Jl. Pesisir Timur Telukjatidawang,TELUKJATI,Teluk Jatidawang,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,1,1
PLT - Oktaf Winda Wanodya Utama,Achmad Nurul Fuad,A,Kurikulum 2013,Pagi,SD NEGERI KETAJEN 2,087B20D338C0CE89D35C,20501541,Negeri,SD,Pemerintah Daerah,470/131/438.7.4.11/2023,2023-03-09,470/131/438.7.4.11/2023,2023-03-09,Tidak ada,Bank Jatim,Sidoarjo,SDN Ketajen 2,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,5500,Telkom Speedy,Jl. Raya Ketajen No:24,Ketajen,Ketajen,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,3,1
NUR ROIHAH,DEWI MAR’ATUS SHOLIHAH,,Kurikulum 2013,Pagi,KB ISLAM NAHRUL ULUM,E445F5771DD89FAF9762,69796891,Swasta,KB,Yayasan,421.1/1185/416.101.PAUDNI/2015,2011-07-01,421.1/7024/416-101/2022,2022-08-15,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69796891 KB ISLAM NAHRUL ULUM,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,Dusun Wonogiri,wonogiri,Tunggalpager,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,0,0,2,2
Waluyo Iskak,Nur Fitriana,B,Kurikulum 2013,Pagi,UPT SD NEGERI 387 GRESIK,4C7EF4CF63E0753AB613,20500706,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 1982,1982-07-01,400/4059/437.53/ 1982,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG BAWEAN...,UPTSDNEGERI387GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,300 Mb,Dusun Dedawang,Dedawang,Teluk Jatidawang,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,1,2
Koli'ah,KOLI'AH,A,Kurikulum 2013,-,TK AISYIYAH BA I,295353DED59E3C94F42F,20563221,Swasta,TK,Yayasan,421.1/776/404.3.1/2010,2010-03-24,421.1/2095/404.5.1/2020,2020-12-15,B - Tuna rungu,BPD JAWA TIMUR,SIDOARJO,20563221 TK AISYIYAH BA I,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,JL. DUNGUS,BOTOKAN,Sambungrejo,Kec. Sukodono,Kab. Sidoarjo,Prov. Jawa Timur,61258,0,0,1,2
SRI HANDAYANI,DESY PURWANTARI,,Kurikulum 2013,-,KB KIDS INSAN CERIA,7E5AE649ED6DC4C75921,70029700,Swasta,KB,Yayasan,503/14/416-115.3/2022,2022-02-22,503/14/416-115.3/2022,2022-02-22,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,70029700 KB KIDS INSAN CERIA,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,10 Mb,Dsn. Wringin Anom,WRINGINANOM,Mojorejo,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,0,0,1,2
Oktaf Winda Wanodya Utama,HERLINA PURI PRATIWI,B,Kurikulum 2013,Pagi,SD NEGERI KETAJEN I,CB61563DBDC60B778F3D,20501542,Negeri,SD,Pemerintah Daerah,,1910-01-01,-,1910-01-01,"B,C,H,K",BANK JATIM,cabang,SDN KETAJEN 1(BOS),Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1299,500 Mb,Jl.ketajen No.21,KETAJEN,KETAJEN,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,2,1
Nisiyatul Mufidah,MASNAWI,B,Kurikulum 2013,Pagi,UPT SD NEGERI 388 GRESIK,59924BFE9BC697EF3954,20500705,Negeri,SD,Pemerintah Daerah,141/SP/BI,1972-09-21,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG BAWEAN...,UPTSDNEGERI388GRESIK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,1 Mb,Jalan Sayyid Yusuf Dusun Batu lintang,BATU LINTANG,Teluk Jatidawang,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,0,0
Nur Hayyuni,ISTIM,,Kurikulum 2013,-,TK AL HASANI,2E2A801839A2CF81010F,69918802,Swasta,TK,Yayasan,421.1/589/404.3.1/2011,2009-08-24,421.1/1810/438.5.1/2019,2019-05-21,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69918802 TK AL HASANI,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,RT.03 RW.01,Bangsri,Bangsri,Kec. Sukodono,Kab. Sidoarjo,Prov. Jawa Timur,61258,-7,112,3,1
LAILIYAH,ANITA DWI LESTARI,,Kurikulum 2013,-,KB MARDHOTILLAH,810ED6491AFA94811C20,70029643,Swasta,KB,Yayasan,421.1/107/416-115.3/2022,2022-03-11,421.1/107/416-115.3/2022,2022-03-11,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,70029643 KB MARDHOTILLAH,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,500 Mb,Dsn. Kenongo RT. 02 RW. 09,KENONGO,Watukenongo,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,0,0,2,9
"Ariyani Purwaningsih, S.pd",Nurul Khofifah,A,Kurikulum 2013,Pagi,SD NEGERI KRAGAN,625754C221E5DEA2645B,20501557,Negeri,SD,Pemerintah Daerah,,1982-07-17,-,1910-01-01,Tidak ada,Bank Jatim,Sidoarjo,SDN Kragan,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,5500,100 Mb,Jl. Ambrali,Kragan,KRAGAN,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,5,2
A. Firdaus,QOSIM,B,Kurikulum 2013,Pagi,UPT SD NEGERI 389 GRESIK,A97C3D9A643171716419,20500704,Negeri,SD,Pemerintah Daerah,400/4059/437.53/ 2019,1986-02-08,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG  BAWEAN...,UPTSDNEGERI389GRESIK...,Bersedia Menerima,Pagi,9001:2000,PLN,900,10 Mb,Pinanggunung Telukjatidawang,Pinanggunung,Teluk Jatidawang,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,0,0
siti marchumah,henik purwati,B,Kurikulum 2013,-,TK AL HIRO,D718B4CC96B76AAC0323,20563217,Swasta,TK,Yayasan,642/735/404.3.14/2007,2007-04-20,188.4/2738/438.5.1/2022,2022-07-18,Tidak ada,BPD JAWA TIMUR,SIDOARJO,20563217 TK AL HIRO,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,2 Mb,GRIYA KEBONAGUNG,kebonagung,Kebonagung,Kec. Sukodono,Kab. Sidoarjo,Prov. Jawa Timur,61258,-7,112,66,8
Nanik Sutini,Evi Yuliani,A,Kurikulum 2013,Kombinasi,SD NEGERI PUNGGUL I,02A1186B95C9641E46D4,20501429,Negeri,SD,Pemerintah Daerah,470/81/404.7.4.7/2013,1936-07-17,470/81/404.7.4.7/2013,1910-01-01,Tidak ada,Bank Jatim,Sidoarjo,SDN Punggul 1,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,3500,100 Mb,Jl. Rajawali No. 10 Rt.6 Rw. 1,,Punggul,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,6,1
PLT - NADIA NOFARINA,PUTRI AYU SOLECHA,,Kurikulum 2013,-,KB MIFTAKHUL ULUM,573D1AC947136D49B65C,69916197,Swasta,KB,Lainnya,421/1770/416-101.05/2009,2009-08-26,421.1/132/416-115.3/2023,2023-02-28,Tidak ada,bank jatim,mojosari,play group miftakhul ulum,Bersedia Menerima,-,Belum Bersertifikat,-,900,10 Mb,Dusun Patung,patung,Pungging,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,-7,112,2,2
Muslim,AHMAD YASIR,B,Kurikulum 2013,Pagi,SDNU RAUDHATUSSIBYAN,997FBAAF6215B1C0832B,20501134,Swasta,SD,Yayasan,2147483647,1982-07-01,503.66/02/437.74/2021,2021-02-03,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG TAMBAK...,SDNURAUDHATUSSIBYAN...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,Jl. Raya Paginda,Paginda,Sukaoneng,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,0,0
Erma Pujiwati,Evi Rahma Dhina,A,Kurikulum 2013,Sehari penuh (5 h/m),TK AL MADANI,EAB8F714D41ED0D2BD3D,20563225,Swasta,TK,Yayasan,421.1/1886/438.5.1/2020,2017-10-25,421.1/1886/438.5.1/2020,2017-10-25,Tidak ada,BPD JAWA TIMUR,SIDOARJO,20563225 TK AL MADANI,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,1 Gb,Jl.Suko Legok RT 10 RW 4 Suko-Sukodono,SUKO,Suko,Kec. Sukodono,Kab. Sidoarjo,Prov. Jawa Timur,61258,-7,112,0,0
PLT - Nanik Sutini,MUHAMMAD NUR HUDA,A,Kurikulum 2013,Sehari penuh (6 h/m),SD NEGERI PUNGGUL II,560AEB4ADA4125045043,20501428,Negeri,SD,Pemerintah Daerah,10/Sp/B.1/79,1979-04-01,10/Sp/B.1/79,1979-04-01,Tidak ada,BPD JATIM,Sidoarjo,SDN PUNGGUL 2,Bersedia Menerima,Sehari penuh (6 h/m),Belum Bersertifikat,PLN,4400,50 Mb,Jl Rajawali No 51,Punggul,Punggul,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,2,2
NUR LAILIYATUL MUBAROKAH,IKA NURIAH SARI,,Kurikulum 2013,-,KB NUR IRSYAM,5E2DB14D33F85DC17563,69969035,Swasta,KB,Yayasan,188/0051/416-101/2017,2017-05-30,421.1/10989/KB/416-101.PAUD/2017,2017-05-30,K - Kesulitan Belajar,BPD JAWA TIMUR,CAPEM MOJOSARI,69969035 KB NUR IRSYAM,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,20 Mb,Ds. Curahmojo Kec. Pungging Kab Mojokerto,ngepung,Curahmojo,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,0,0,10,3
Subur,Rusman Hidayat,A,Kurikulum 2013,Sehari penuh (5 h/m),UPT SMP NEGERI 19 GRESIK,E6A12E13453DBC763640,20500501,Negeri,SMP,Pemerintah Daerah,400/4059/437.53/ 2019,1983-11-07,400/4059/437.53/ 2019,2019-10-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG BAWEAN...,UPTSMPNEGERI19GRESIK...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,10500,30 Mb,Jl. Kramat Tambak,Tambak Kramat,Tambak,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,2,5
Ida Rislina,Dwi Indarwatik,A,Kurikulum 2013,-,TK ANAK SHOLEH,C13A40909A96FAEB5D2C,20563223,Swasta,TK,Yayasan,642/087/404.3.14/2007,2007-01-18,421.1/694/438.5.1/2021,2021-09-27,"D1,F,I,P",BPD JAWA TIMUR,SIDOARJO,20563223 TK ANAK SHOLEH,Bersedia Menerima,-,Belum Bersertifikat,PLN,4500,500 Mb,PERUM PASEGAN ASRI KLOPOSEPULUH,Kloposepuluh,Kloposepuluh,Kec. Sukodono,Kab. Sidoarjo,Prov. Jawa Timur,61258,-7,112,15,3
Juwari,Indah Murnilasari,A,Kurikulum 2013,Kombinasi,SD NEGERI SAWOTRATAP 2,F5DB14B6AD9AA5496B96,20501445,Negeri,SD,Pemerintah Daerah,229/404.744.13/1994,1994-06-10,651/438.7.4.13/2022,1994-06-10,Tidak ada,BANK JATIM,SIDOARJO,SDN SAWOTRATAP 2,Bersedia Menerima,Kombinasi,9001:2008,PLN,0,50 Mb,Jl Raden Wijaya Gg Sekolahan,Sawotratap,Sawotratap,Kec. Gedangan,Kab. Sidoarjo,Prov. Jawa Timur,61254,-7,112,4,4
PONIMAH,M AGUS AURI,,Kurikulum 2013,-,KB NURUL HUDA,2A5E43ABC9C9895B7611,69972370,Swasta,KB,Yayasan,188/0034/416-101/2018,2018-01-23,421.2/0116/416-101/2018,2018-01-22,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69972370 KB NURUL HUDA,Bersedia Menerima,-,Proses Sertifikasi,PLN,442,Tidak Ada,Ds. Pungging Kec. Pungging Kab. Mojokerto,Pungging,Pungging,Kec. Pungging,Kab. Mojokerto,Prov. Jawa Timur,61384,-7,112,1,5
Sri Utami,Asasuddin,B,Kurikulum 2013,Pagi,SMP ISLAM NURUL QIDAMI,A40718AE4C764C23663B,69970005,Swasta,SMP,Yayasan,50301/01/437.74/2016,2016-05-18,503.2.18/36/437.74/2017,2017-11-10,Tidak ada,SMP I NURUL QIDAMI,BAWEAN,SRI UTAMI S.Pd (KA.SMP I NURUL QIDAMI),Bersedia Menerima,Pagi,9001:2000,PLN,1200,3 Mb,Kepuh Teluk RT. 004 RW. 001,Pacinan,Kepuh Teluk,Kec. Tambak,Kab. Gresik,Prov. Jawa Timur,61182,-5,112,4,3
